INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 363, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 93443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 93795, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 94179, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 94563, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 94947, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 95315, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 95723, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 96227, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 96475, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 96843, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 97179, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 97563, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 97963, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 98355, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 98715, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 99099, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 99451, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 99835, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 100211, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 100571, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 100955, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 101315, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 101699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 102067, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 102475, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 102827, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 103203, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 103563, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 103947, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 104323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 104747, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 105083, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 105443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 105867, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 106219, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 106587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 106979, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 107323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 107683, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 108067, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 108547, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 108867, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 109235, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 109587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 109939, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 110331, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 110691, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 111067, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 111475, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 111827, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 112187, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 112555, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 112923, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 113299, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 113723, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 114091, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 114443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 114851, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 115259, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 115587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 115955, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 116275, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 116771, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 117171, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 117499, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 117827, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 118211, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 118563, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 118915, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 119323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 119675, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 120059, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 120443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 120787, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 121147, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 121555, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 122795, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 123115, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 123499, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 123875, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 124579, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 124979, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 125355, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 125691, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 126091, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 126443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 126843, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 127219, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 127587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 127931, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 128307, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 128683, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 129075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 129459, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 129819, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 130203, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 130587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 130923, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 131315, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 131699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 132051, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 132427, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 132803, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 133195, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 133563, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 133971, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 134323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 134683, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 135083, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 135427, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 135811, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 136227, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 136555, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 136931, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 137347, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 137691, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 138083, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 138443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 138787, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 139179, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 139587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 139939, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 140323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 140707, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 141075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 141435, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 141819, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 142179, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 142555, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 142963, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 143307, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 143667, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 144051, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 144403, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 144755, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 145147, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 145635, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 145971, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 146363, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 146699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 147059, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 147443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 147779, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 148163, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 148555, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 148939, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 149251, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 149659, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 150011, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 150395, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 150763, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 151115, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 151515, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 151923, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 152307, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 152699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 153043, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 153395, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 153779, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 154171, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 154627, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 154947, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 155331, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 156483, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 156843, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 157203, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 157563, 1);
