INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 272, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 74944, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 75256, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 75384, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 75600, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 75824, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 76048, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 76216, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 76560, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 76840, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 77032, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 77256, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 77488, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 77688, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 77840, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 78152, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 78424, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 78720, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 78928, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 79128, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 79344, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 79552, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 79896, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 80176, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 80360, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 81200, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 81976, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 82856, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 84489, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 85280, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 86104, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 87832, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 88592, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 89432, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 91160, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 91912, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 92744, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 94400, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 95233, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 96112, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 97680, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 98568, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 99384, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 101016, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 101856, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 102696, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 104288, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 105192, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 106049, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 106344, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 106648, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 106968, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 107264, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 107576, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 107856, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 108192, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 108521, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 108800, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 109064, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 109160, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 109272, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 109432, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 109680, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 109976, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 110264, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 110576, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 110888, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 111200, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 111504, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 111832, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 112104, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 112328, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 112416, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 112544, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 112736, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 112960, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 113264, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 113600, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 113912, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 114192, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 114488, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 114784, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 115104, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 115384, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 115744, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 115920, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 116241, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 116568, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 116880, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 117168, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 117496, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 117776, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 118104, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 118352, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 118800, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 119224, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 119456, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 119568, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 119880, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 120088, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 120272, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 120472, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 120696, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 120912, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 121192, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 121512, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 121728, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 121912, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 122112, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 122296, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 122544, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 122856, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 123192, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 123392, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 123616, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 123824, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 124008, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 124232, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 124528, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 124840, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 125024, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 125264, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 125448, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 125672, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 125880, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 126056, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 126176, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 126472, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 126680, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 126904, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 127120, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 127320, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 127520, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 127824, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 128136, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 128344, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 128448, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 128560, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 128672, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 128800, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 129016, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 129264, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 129512, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 129792, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 130616, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 130808, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 131224, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 131592, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 131864, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 132040, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 132248, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 132456, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 132800, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 133136, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 133344, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 133544, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 133752, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 133928, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 134144, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 134448, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 134736, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 134952, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 135200, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 135432, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 135768, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 136096, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 136400, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 136840, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 137040, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 137200, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 137408, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 137616, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 137848, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 138048, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 138256, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 138456, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 138672, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 138880, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 139104, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 139896, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 140192, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 140544, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 140736, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 140952, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 141144, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 141384, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 141584, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 141824, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 142008, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 142208, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 142448, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 142736, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 143056, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 143920, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 144080, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 144376, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 144688, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 144984, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 145128, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 145376, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 145544, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 145760, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 146032, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 146336, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 146568, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 146752, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 146968, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 147168, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 147608, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 147696, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 148000, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 148400, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 148624, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 148704, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 148824, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 148936, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 149040, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 149360, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 149704, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 149888, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 150080, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 150304, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 150528, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 150944, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 151016, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 151352, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 151736, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 151936, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 152032, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 152152, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 152280, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 152368, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 152688, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 153024, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 153208, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 153376, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 153624, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 153808, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 154176, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 154312, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 154600, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 155080, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 155136, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 155408, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 155480, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 155608, 1);
